VendorNumber,VendorName,Brand,Description,Volume,ActualPrice,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,750.0,125.99,81.81,5,409.05,44.0,5543.559999999999,1385.8899999999999,4.93,207.76,5134.509999999998,92.6211676251362,8.8,13.552279672411682,81.81,Small,-4913.61
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,750.0,125.99,81.81,5,409.05,44.0,5543.559999999999,1385.8899999999999,4.93,18808.83,5134.509999999998,92.6211676251362,8.8,13.552279672411682,81.81,Small,-4913.61
2000,SOUTHERN WINE & SPIRITS NE,19970,Ch Ducru Beaucallou 10,750.0,399.99,526.3,5,1315.75,18.0,7199.82,1599.96,2.02,207.76,5884.07,81.72523757538383,3.6,5.4720273608208245,263.15,Small,-5199.87
2000,SOUTHERN WINE & SPIRITS NE,19970,Ch Ducru Beaucallou 10,750.0,399.99,526.3,5,1315.75,18.0,7199.82,1599.96,2.02,18808.83,5884.07,81.72523757538383,3.6,5.4720273608208245,263.15,Small,-5199.87
2000,SOUTHERN WINE & SPIRITS NE,19971,Ch Le Bon Pasteur 10 Brdx,750.0,124.99,83.89,10,838.9,13.0,1624.87,1124.9099999999999,1.4400000000000004,207.76,785.9699999999999,48.37125431572987,1.3,1.9369054714507092,83.89,Small,-374.96999999999997
2000,SOUTHERN WINE & SPIRITS NE,19971,Ch Le Bon Pasteur 10 Brdx,750.0,124.99,83.89,10,838.9,13.0,1624.87,1124.9099999999999,1.4400000000000004,18808.83,785.9699999999999,48.37125431572987,1.3,1.9369054714507092,83.89,Small,-374.96999999999997
2000,SOUTHERN WINE & SPIRITS NE,19972,Ch Montrose 10,750.0,329.99,885.88,33,7308.51,41.0,13529.59,2309.9300000000003,4.62,207.76,6221.08,45.98128989865916,1.2424242424242424,1.8512104382425418,221.47,Small,-2639.92
2000,SOUTHERN WINE & SPIRITS NE,19972,Ch Montrose 10,750.0,329.99,885.88,33,7308.51,41.0,13529.59,2309.9300000000003,4.62,18808.83,6221.08,45.98128989865916,1.2424242424242424,1.8512104382425418,221.47,Small,-2639.92
2000,SOUTHERN WINE & SPIRITS NE,20023,Inglenook Cask Cab Svgn,750.0,79.99,340.83,51,2483.1899999999996,78.0,5989.219999999992,3749.509999999995,8.660000000000002,207.76,3506.0299999999925,58.53900841845845,1.5294117647058822,2.411905653614904,48.68999999999999,Small,-2159.73
2000,SOUTHERN WINE & SPIRITS NE,20023,Inglenook Cask Cab Svgn,750.0,79.99,340.83,51,2483.1899999999996,78.0,5989.219999999992,3749.509999999995,8.660000000000002,18808.83,3506.0299999999925,58.53900841845845,1.5294117647058822,2.411905653614904,48.68999999999999,Small,-2159.73
2000,SOUTHERN WINE & SPIRITS NE,20024,Inglenook Rubicon 09,750.0,175.99,1617.4199999999998,34,3928.020000000001,53.0,9132.469999999996,5174.699999999996,5.900000000000004,207.76,5204.449999999995,56.988416058306214,1.5588235294117647,2.3249550664202303,115.53000000000003,Small,-3343.8100000000004
2000,SOUTHERN WINE & SPIRITS NE,20024,Inglenook Rubicon 09,750.0,175.99,1617.4199999999998,34,3928.020000000001,53.0,9132.469999999996,5174.699999999996,5.900000000000004,18808.83,5204.449999999995,56.988416058306214,1.5588235294117647,2.3249550664202303,115.53000000000003,Small,-3343.8100000000004
2000,SOUTHERN WINE & SPIRITS NE,20055,Ch Haut Bailey 10 Brdx,750.0,219.99,151.72,3,455.16,9.0,1979.91,879.96,1.0100000000000002,207.76,1524.75,77.01107626104216,3.0,4.349920906933826,151.72,Small,-1319.94
2000,SOUTHERN WINE & SPIRITS NE,20055,Ch Haut Bailey 10 Brdx,750.0,219.99,151.72,3,455.16,9.0,1979.91,879.96,1.0100000000000002,18808.83,1524.75,77.01107626104216,3.0,4.349920906933826,151.72,Small,-1319.94
2000,SOUTHERN WINE & SPIRITS NE,20056,Ch Rauzan-Segla 10 Brdx,750.0,209.99,278.14,4,556.28,7.0,1469.93,1049.95,0.78,207.76,913.6500000000001,62.15602103501527,1.75,2.6424282735313156,139.07,Small,-629.97
2000,SOUTHERN WINE & SPIRITS NE,20056,Ch Rauzan-Segla 10 Brdx,750.0,209.99,278.14,4,556.28,7.0,1469.93,1049.95,0.78,18808.83,913.6500000000001,62.15602103501527,1.75,2.6424282735313156,139.07,Small,-629.97
2000,SOUTHERN WINE & SPIRITS NE,20057,Ch Lascombes 10 Brdx,750.0,179.99,483.2,11,1328.8,16.0,2879.84,1259.93,1.79,207.76,1551.0400000000002,53.85854769709428,1.4545454545454546,2.167248645394341,120.8,Small,-899.95
2000,SOUTHERN WINE & SPIRITS NE,20057,Ch Lascombes 10 Brdx,750.0,179.99,483.2,11,1328.8,16.0,2879.84,1259.93,1.79,18808.83,1551.0400000000002,53.85854769709428,1.4545454545454546,2.167248645394341,120.8,Small,-899.95
2000,SOUTHERN WINE & SPIRITS NE,20058,Ch Picon Longueville Comt 10,750.0,329.99,655.62,6,1311.24,7.0,2309.9300000000003,989.97,0.79,207.76,998.6900000000003,43.234643474044674,1.1666666666666667,1.7616378389920992,218.54,Small,-329.99
2000,SOUTHERN WINE & SPIRITS NE,20058,Ch Picon Longueville Comt 10,750.0,329.99,655.62,6,1311.24,7.0,2309.9300000000003,989.97,0.79,18808.83,998.6900000000003,43.234643474044674,1.1666666666666667,1.7616378389920992,218.54,Small,-329.99
2000,SOUTHERN WINE & SPIRITS NE,20060,Ch Troplong Mondot 10 Brdx,750.0,239.99,159.99,3,479.97,3.0,719.97,239.99,0.34,207.76,240.0,33.334722280095,1.0,1.500031251953247,159.99,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20060,Ch Troplong Mondot 10 Brdx,750.0,239.99,159.99,3,479.97,3.0,719.97,239.99,0.34,18808.83,240.0,33.334722280095,1.0,1.500031251953247,159.99,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20061,Ch Pavie 10 Brdx,750.0,539.99,739.72,7,2589.02,7.0,3779.9300000000003,1079.98,0.79,207.76,1190.9100000000003,31.50613900257413,1.0,1.4599848591358893,369.86,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20061,Ch Pavie 10 Brdx,750.0,539.99,739.72,7,2589.02,7.0,3779.9300000000003,1079.98,0.79,18808.83,1190.9100000000003,31.50613900257413,1.0,1.4599848591358893,369.86,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20062,Ch Angelus 10 Brdx,750.0,539.99,729.72,6,2189.16,6.0,3239.94,1079.98,0.68,207.76,1050.7800000000002,32.432082075593996,1.0,1.4799923258236036,364.85999999999996,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20062,Ch Angelus 10 Brdx,750.0,539.99,729.72,6,2189.16,6.0,3239.94,1079.98,0.68,18808.83,1050.7800000000002,32.432082075593996,1.0,1.4799923258236036,364.85999999999996,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20063,Ch Cheval Blanc 10 Brdx,750.0,2199.99,2913.9,7,10198.650000000001,8.0,17599.92,6599.969999999999,0.9,207.76,7401.269999999997,42.05286160391637,1.1428571428571428,1.7257107558353306,1456.9500000000003,Small,-2199.99
2000,SOUTHERN WINE & SPIRITS NE,20063,Ch Cheval Blanc 10 Brdx,750.0,2199.99,2913.9,7,10198.650000000001,8.0,17599.92,6599.969999999999,0.9,18808.83,7401.269999999997,42.05286160391637,1.1428571428571428,1.7257107558353306,1456.9500000000003,Small,-2199.99
2000,SOUTHERN WINE & SPIRITS NE,20064,Ch Grand Leoville 10 Brdx,750.0,469.99,946.29,16,5046.88,18.0,8459.82,2349.95,2.02,207.76,3412.9399999999996,40.34293873864928,1.125,1.676247503408046,315.43,Small,-939.98
2000,SOUTHERN WINE & SPIRITS NE,20064,Ch Grand Leoville 10 Brdx,750.0,469.99,946.29,16,5046.88,18.0,8459.82,2349.95,2.02,18808.83,3412.9399999999996,40.34293873864928,1.125,1.676247503408046,315.43,Small,-939.98
2000,SOUTHERN WINE & SPIRITS NE,20066,Ch Pagodes de Cos 10 Brdx,750.0,49.99,32.46,1,32.46,1.0,99.99,99.99,0.11,207.76,67.53,67.53675367536755,1.0,3.0804066543438076,32.46,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20066,Ch Pagodes de Cos 10 Brdx,750.0,49.99,32.46,1,32.46,1.0,99.99,99.99,0.11,18808.83,67.53,67.53675367536755,1.0,3.0804066543438076,32.46,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20067,Ch Bellevue Mondotte 10 Brdx,750.0,519.99,353.73,3,1061.19,3.0,1559.97,519.99,0.34,207.76,498.78,31.973691801765412,1.0,1.470019506403189,353.73,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20067,Ch Bellevue Mondotte 10 Brdx,750.0,519.99,353.73,3,1061.19,3.0,1559.97,519.99,0.34,18808.83,498.78,31.973691801765412,1.0,1.470019506403189,353.73,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,20152,La Cote Blanche Mcon V Chard,750.0,13.99,1254.9000000000005,1644,14631.599999999971,1618.0,22540.82,11058.079999999862,180.14000000000118,207.76,7909.220000000028,35.088430678209704,0.9841849148418491,1.5405574236583863,8.899999999999983,Large,363.74
2000,SOUTHERN WINE & SPIRITS NE,20152,La Cote Blanche Mcon V Chard,750.0,13.99,1254.9000000000005,1644,14631.599999999971,1618.0,22540.82,11058.079999999862,180.14000000000118,18808.83,7909.220000000028,35.088430678209704,0.9841849148418491,1.5405574236583863,8.899999999999983,Large,363.74
2000,SOUTHERN WINE & SPIRITS NE,20160,F Coppola Sophia Chard,750.0,15.99,934.5699999999989,1091,11204.569999999987,1066.0,16653.339999999862,10779.09999999988,118.17999999999978,207.76,5448.769999999875,32.718781938037175,0.9770852428964253,1.4862988941119455,10.269999999999989,Medium,399.75
2000,SOUTHERN WINE & SPIRITS NE,20160,F Coppola Sophia Chard,750.0,15.99,934.5699999999989,1091,11204.569999999987,1066.0,16653.339999999862,10779.09999999988,118.17999999999978,18808.83,5448.769999999875,32.718781938037175,0.9770852428964253,1.4862988941119455,10.269999999999989,Medium,399.75
2000,SOUTHERN WINE & SPIRITS NE,20161,F Coppola Votre Sante Ch Red,750.0,6.49,26.16,240,1046.4,240.0,1569.6000000000006,319.5200000000002,26.909999999999982,207.76,523.2000000000005,33.33333333333336,1.0,1.5000000000000004,4.36,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,20161,F Coppola Votre Sante Ch Red,750.0,6.49,26.16,240,1046.4,240.0,1569.6000000000006,319.5200000000002,26.909999999999982,18808.83,523.2000000000005,33.33333333333336,1.0,1.5000000000000004,4.36,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,20459,Hardys Nottage Hill Chard,750.0,6.99,684.4400000000012,3346,16127.72000000002,3256.0,22759.440000000024,8660.609999999797,364.0500000000043,207.76,6631.720000000005,29.138326777811745,0.9731022115959355,1.4112000952397485,4.820000000000006,Large,629.1
2000,SOUTHERN WINE & SPIRITS NE,20459,Hardys Nottage Hill Chard,750.0,6.99,684.4400000000012,3346,16127.72000000002,3256.0,22759.440000000024,8660.609999999797,364.0500000000043,18808.83,6631.720000000005,29.138326777811745,0.9731022115959355,1.4112000952397485,4.820000000000006,Large,629.1
2000,SOUTHERN WINE & SPIRITS NE,20762,Lamole Chianti Clsco Racolto,750.0,18.99,897.9000000000012,1005,11004.749999999985,892.0,16741.079999999885,11864.669999999887,98.62999999999973,207.76,5736.3299999999,34.264993656322886,0.8875621890547264,1.5212594561439294,10.949999999999985,Medium,2145.87
2000,SOUTHERN WINE & SPIRITS NE,20762,Lamole Chianti Clsco Racolto,750.0,18.99,897.9000000000012,1005,11004.749999999985,892.0,16741.079999999885,11864.669999999887,98.62999999999973,18808.83,5736.3299999999,34.264993656322886,0.8875621890547264,1.5212594561439294,10.949999999999985,Medium,2145.87
2000,SOUTHERN WINE & SPIRITS NE,20960,Geyser Peak Tectonic Red,750.0,24.99,16.12,7,112.84,14.0,349.86,199.92000000000002,1.5600000000000003,207.76,237.02,67.74709883953581,2.0,3.100496277915633,16.12,Small,-174.92999999999998
2000,SOUTHERN WINE & SPIRITS NE,20960,Geyser Peak Tectonic Red,750.0,24.99,16.12,7,112.84,14.0,349.86,199.92000000000002,1.5600000000000003,18808.83,237.02,67.74709883953581,2.0,3.100496277915633,16.12,Small,-174.92999999999998
2000,SOUTHERN WINE & SPIRITS NE,21031,Shannon Ridge Chard HE Lake,750.0,15.99,20.76,13,134.94,21.0,335.79,159.9,2.34,207.76,200.85000000000002,59.81416957026714,1.6153846153846154,2.488439306358382,10.379999999999999,Small,-127.92
2000,SOUTHERN WINE & SPIRITS NE,21031,Shannon Ridge Chard HE Lake,750.0,15.99,20.76,13,134.94,21.0,335.79,159.9,2.34,18808.83,200.85000000000002,59.81416957026714,1.6153846153846154,2.488439306358382,10.379999999999999,Small,-127.92
2000,SOUTHERN WINE & SPIRITS NE,21601,Candoni Moscato,750.0,14.49,39.68,30,297.6,25.0,362.25000000000006,275.31000000000006,2.7500000000000004,207.76,64.65000000000003,17.84679089026916,0.8333333333333334,1.2172379032258065,9.92,Small,72.45
2000,SOUTHERN WINE & SPIRITS NE,21601,Candoni Moscato,750.0,14.49,39.68,30,297.6,25.0,362.25000000000006,275.31000000000006,2.7500000000000004,18808.83,64.65000000000003,17.84679089026916,0.8333333333333334,1.2172379032258065,9.92,Small,72.45
2000,SOUTHERN WINE & SPIRITS NE,21625,Kirkland Signature Chard 12,750.0,15.99,10.66,24,255.84,20.0,319.8,143.91,2.23,207.76,63.96000000000001,20.0,0.8333333333333334,1.25,10.66,Small,63.96
2000,SOUTHERN WINE & SPIRITS NE,21625,Kirkland Signature Chard 12,750.0,15.99,10.66,24,255.84,20.0,319.8,143.91,2.23,18808.83,63.96000000000001,20.0,0.8333333333333334,1.25,10.66,Small,63.96
2000,SOUTHERN WINE & SPIRITS NE,21627,Ferrari Carano Pnt Grigio,750.0,14.99,1345.3699999999983,1610,16534.69999999998,1495.0,23147.050000000167,16012.649999999805,165.36000000000183,207.76,6612.350000000188,28.56670720459039,0.9285714285714286,1.3999074673263014,10.269999999999987,Large,1723.8500000000001
2000,SOUTHERN WINE & SPIRITS NE,21627,Ferrari Carano Pnt Grigio,750.0,14.99,1345.3699999999983,1610,16534.69999999998,1495.0,23147.050000000167,16012.649999999805,165.36000000000183,18808.83,6612.350000000188,28.56670720459039,0.9285714285714286,1.3999074673263014,10.269999999999987,Large,1723.8500000000001
2000,SOUTHERN WINE & SPIRITS NE,21857,Willamette Vly Tualatin Est,750.0,49.99,137.89999999999998,25,689.5,21.0,914.7900000000001,737.83,2.310000000000001,207.76,225.29000000000008,24.627510138938998,0.84,1.326744017403916,27.58,Small,199.96
2000,SOUTHERN WINE & SPIRITS NE,21857,Willamette Vly Tualatin Est,750.0,49.99,137.89999999999998,25,689.5,21.0,914.7900000000001,737.83,2.310000000000001,18808.83,225.29000000000008,24.627510138938998,0.84,1.326744017403916,27.58,Small,199.96
2000,SOUTHERN WINE & SPIRITS NE,21858,Willamette Vly Elton Pnt Nr,750.0,49.99,103.88,24,623.28,26.0,1115.74,947.7800000000001,2.869999999999999,207.76,492.46000000000004,44.1375230788535,1.0833333333333333,1.790110383776152,25.97,Small,-99.98
2000,SOUTHERN WINE & SPIRITS NE,21858,Willamette Vly Elton Pnt Nr,750.0,49.99,103.88,24,623.28,26.0,1115.74,947.7800000000001,2.869999999999999,18808.83,492.46000000000004,44.1375230788535,1.0833333333333333,1.790110383776152,25.97,Small,-99.98
2000,SOUTHERN WINE & SPIRITS NE,21859,Tiefenbrunner Pnt Grigio,750.0,13.99,2377.1999999999935,3410,28950.90000000004,3319.0,43892.81000000013,17919.469999999954,370.4900000000078,207.76,14941.910000000087,34.04181687160162,0.9733137829912023,1.5161121070502148,8.490000000000013,Large,1273.09
2000,SOUTHERN WINE & SPIRITS NE,21859,Tiefenbrunner Pnt Grigio,750.0,13.99,2377.1999999999935,3410,28950.90000000004,3319.0,43892.81000000013,17919.469999999954,370.4900000000078,18808.83,14941.910000000087,34.04181687160162,0.9733137829912023,1.5161121070502148,8.490000000000013,Large,1273.09
2000,SOUTHERN WINE & SPIRITS NE,22226,Geyser Peak Pnt Nr,750.0,15.99,9.99,1,9.99,4.0,71.96,71.96,0.44,207.76,61.96999999999999,86.11728738187881,4.0,7.203203203203202,9.99,Small,-47.97
2000,SOUTHERN WINE & SPIRITS NE,22226,Geyser Peak Pnt Nr,750.0,15.99,9.99,1,9.99,4.0,71.96,71.96,0.44,18808.83,61.96999999999999,86.11728738187881,4.0,7.203203203203202,9.99,Small,-47.97
2000,SOUTHERN WINE & SPIRITS NE,22593,The Divining Rod Red,750.0,10.99,712.5200000000008,1077,8163.6600000000035,970.0,10764.299999999876,7523.219999999895,107.35999999999972,207.76,2600.639999999872,24.159861765278766,0.9006499535747446,1.318562997479056,7.580000000000004,Medium,1175.93
2000,SOUTHERN WINE & SPIRITS NE,22593,The Divining Rod Red,750.0,10.99,712.5200000000008,1077,8163.6600000000035,970.0,10764.299999999876,7523.219999999895,107.35999999999972,18808.83,2600.639999999872,24.159861765278766,0.9006499535747446,1.318562997479056,7.580000000000004,Medium,1175.93
2000,SOUTHERN WINE & SPIRITS NE,23032,Zenato Cresasso,750.0,74.99,102.02,8,408.08,43.0,2149.5699999999997,1349.73,4.760000000000001,207.76,1741.4899999999998,81.0157380313272,5.375,5.2675210742991565,51.01,Small,-2624.6499999999996
2000,SOUTHERN WINE & SPIRITS NE,23032,Zenato Cresasso,750.0,74.99,102.02,8,408.08,43.0,2149.5699999999997,1349.73,4.760000000000001,18808.83,1741.4899999999998,81.0157380313272,5.375,5.2675210742991565,51.01,Small,-2624.6499999999996
2000,SOUTHERN WINE & SPIRITS NE,23038,Zenato Lugana Brut,750.0,34.99,58.41,8,155.76,23.0,699.7700000000001,488.8400000000001,2.54,207.76,544.0100000000001,77.74125784186234,2.875,4.492616846430407,19.47,Small,-524.85
2000,SOUTHERN WINE & SPIRITS NE,23038,Zenato Lugana Brut,750.0,34.99,58.41,8,155.76,23.0,699.7700000000001,488.8400000000001,2.54,18808.83,544.0100000000001,77.74125784186234,2.875,4.492616846430407,19.47,Small,-524.85
2000,SOUTHERN WINE & SPIRITS NE,23117,Trackers Crossing Moscato,750.0,6.99,9.64,24,115.68,21.0,146.79,132.80999999999997,2.3200000000000003,207.76,31.109999999999985,21.193541794400154,0.875,1.2689315352697095,4.82,Small,20.97
2000,SOUTHERN WINE & SPIRITS NE,23117,Trackers Crossing Moscato,750.0,6.99,9.64,24,115.68,21.0,146.79,132.80999999999997,2.3200000000000003,18808.83,31.109999999999985,21.193541794400154,0.875,1.2689315352697095,4.82,Small,20.97
2000,SOUTHERN WINE & SPIRITS NE,23230,High Valley Svgn Bl 13 Lake,750.0,13.99,46.95,41,384.99,571.0,7988.289999999963,4155.029999999969,63.479999999999905,207.76,7603.299999999963,95.1805705601574,13.926829268292684,20.749344138808702,9.39,Small,-7414.7
2000,SOUTHERN WINE & SPIRITS NE,23230,High Valley Svgn Bl 13 Lake,750.0,13.99,46.95,41,384.99,571.0,7988.289999999963,4155.029999999969,63.479999999999905,18808.83,7603.299999999963,95.1805705601574,13.926829268292684,20.749344138808702,9.39,Small,-7414.7
2000,SOUTHERN WINE & SPIRITS NE,23235,Mud House Svgn Bl,750.0,14.99,1285.2199999999991,2169,15573.419999999975,2037.0,23188.630000000216,12365.199999999806,226.45000000000465,207.76,7615.210000000241,32.840275600586025,0.9391424619640387,1.488987646900954,7.179999999999988,Large,1978.68
2000,SOUTHERN WINE & SPIRITS NE,23235,Mud House Svgn Bl,750.0,14.99,1285.2199999999991,2169,15573.419999999975,2037.0,23188.630000000216,12365.199999999806,226.45000000000465,18808.83,7615.210000000241,32.840275600586025,0.9391424619640387,1.488987646900954,7.179999999999988,Large,1978.68
2000,SOUTHERN WINE & SPIRITS NE,23239,Hay Maker Svgn Bl,750.0,8.99,1187.2799999999977,2452,15006.240000000014,2294.0,22602.06000000009,12057.759999999786,255.1900000000048,207.76,7595.820000000074,33.60675973782941,0.935562805872757,1.5061774301890458,6.120000000000005,Large,1420.42
2000,SOUTHERN WINE & SPIRITS NE,23239,Hay Maker Svgn Bl,750.0,8.99,1187.2799999999977,2452,15006.240000000014,2294.0,22602.06000000009,12057.759999999786,255.1900000000048,18808.83,7595.820000000074,33.60675973782941,0.935562805872757,1.5061774301890458,6.120000000000005,Large,1420.42
2000,SOUTHERN WINE & SPIRITS NE,23278,Turnbull Cab Svgn 11,750.0,54.99,133.32,16,533.28,37.0,1982.63,1225.77,4.1,207.76,1449.3500000000001,73.10239429444728,2.3125,3.7178030303030307,33.33,Small,-1154.79
2000,SOUTHERN WINE & SPIRITS NE,23278,Turnbull Cab Svgn 11,750.0,54.99,133.32,16,533.28,37.0,1982.63,1225.77,4.1,18808.83,1449.3500000000001,73.10239429444728,2.3125,3.7178030303030307,33.33,Small,-1154.79
2000,SOUTHERN WINE & SPIRITS NE,23279,Turnbull Syrah 11,750.0,24.99,147.96,86,1413.8400000000001,850.0,21241.50000000007,11895.239999999914,94.46999999999986,207.76,19827.66000000007,93.34397288327098,9.883720930232558,15.023977253437494,16.44,Medium,-19092.36
2000,SOUTHERN WINE & SPIRITS NE,23279,Turnbull Syrah 11,750.0,24.99,147.96,86,1413.8400000000001,850.0,21241.50000000007,11895.239999999914,94.46999999999986,18808.83,19827.66000000007,93.34397288327098,9.883720930232558,15.023977253437494,16.44,Medium,-19092.36
2000,SOUTHERN WINE & SPIRITS NE,23281,Ch Lafitite Rothschild Pa 11,750.0,949.99,637.58,3,1912.74,9.0,8549.91,1899.98,1.02,207.76,6637.17,77.62853644073446,3.0,4.469980237774084,637.58,Small,-5699.9400000000005
2000,SOUTHERN WINE & SPIRITS NE,23281,Ch Lafitite Rothschild Pa 11,750.0,949.99,637.58,3,1912.74,9.0,8549.91,1899.98,1.02,18808.83,6637.17,77.62853644073446,3.0,4.469980237774084,637.58,Small,-5699.9400000000005
2000,SOUTHERN WINE & SPIRITS NE,23284,Ch Les Carruades 11 Lafitte,750.0,219.99,142.85,1,142.85,19.0,4179.8099999999995,2199.9,2.12,207.76,4036.9599999999996,96.58238053882832,19.0,29.26013300665033,142.85,Small,-3959.82
2000,SOUTHERN WINE & SPIRITS NE,23284,Ch Les Carruades 11 Lafitte,750.0,219.99,142.85,1,142.85,19.0,4179.8099999999995,2199.9,2.12,18808.83,4036.9599999999996,96.58238053882832,19.0,29.26013300665033,142.85,Small,-3959.82
2000,SOUTHERN WINE & SPIRITS NE,23286,Ch Pape Clement Bl Gr Cru 11,750.0,199.99,397.32,7,927.0799999999999,11.0,2199.8900000000003,1399.93,1.2200000000000002,207.76,1272.8100000000004,57.85789289464475,1.5714285714285714,2.3729235880398676,132.44,Small,-799.96
2000,SOUTHERN WINE & SPIRITS NE,23286,Ch Pape Clement Bl Gr Cru 11,750.0,199.99,397.32,7,927.0799999999999,11.0,2199.8900000000003,1399.93,1.2200000000000002,18808.83,1272.8100000000004,57.85789289464475,1.5714285714285714,2.3729235880398676,132.44,Small,-799.96
2000,SOUTHERN WINE & SPIRITS NE,23287,Ch Lynch Bages Paulliac 11,750.0,139.99,92.71,6,556.26,70.0,9799.300000000001,1679.88,7.870000000000001,207.76,9243.04,94.32347208474074,11.666666666666666,17.616402401754577,92.71,Small,-8959.36
2000,SOUTHERN WINE & SPIRITS NE,23287,Ch Lynch Bages Paulliac 11,750.0,139.99,92.71,6,556.26,70.0,9799.300000000001,1679.88,7.870000000000001,18808.83,9243.04,94.32347208474074,11.666666666666666,17.616402401754577,92.71,Small,-8959.36
2000,SOUTHERN WINE & SPIRITS NE,23289,Ch Mouton Rothschild 11 Paui,750.0,699.99,2876.7,19,9109.550000000001,18.0,12599.819999999998,5599.919999999999,2.02,207.76,3490.269999999997,27.700951283431014,0.9473684210526315,1.3831440630986158,479.45000000000005,Small,699.99
2000,SOUTHERN WINE & SPIRITS NE,23289,Ch Mouton Rothschild 11 Paui,750.0,699.99,2876.7,19,9109.550000000001,18.0,12599.819999999998,5599.919999999999,2.02,18808.83,3490.269999999997,27.700951283431014,0.9473684210526315,1.3831440630986158,479.45000000000005,Small,699.99
2000,SOUTHERN WINE & SPIRITS NE,23290,Ch Brane Cantenac Margaux 11,750.0,64.99,42.2,9,379.8,10.0,649.9,519.92,1.11,207.76,270.09999999999997,41.560240036928754,1.1111111111111112,1.7111637704054765,42.2,Small,-64.99
2000,SOUTHERN WINE & SPIRITS NE,23290,Ch Brane Cantenac Margaux 11,750.0,64.99,42.2,9,379.8,10.0,649.9,519.92,1.11,18808.83,270.09999999999997,41.560240036928754,1.1111111111111112,1.7111637704054765,42.2,Small,-64.99
2000,SOUTHERN WINE & SPIRITS NE,23292,Ch La Mission Haut Brion 11,750.0,439.99,598.62,4,1197.24,4.0,1759.96,879.98,0.45,207.76,562.72,31.97345394213505,1.0,1.4700143663759981,299.31,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,23292,Ch La Mission Haut Brion 11,750.0,439.99,598.62,4,1197.24,4.0,1759.96,879.98,0.45,18808.83,562.72,31.97345394213505,1.0,1.4700143663759981,299.31,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,23293,Ch Pavie Macquin St Emiln 11,750.0,81.99,110.06,13,715.39,27.0,2213.7299999999996,1229.85,2.9999999999999996,207.76,1498.3399999999997,67.68395423109412,2.076923076923077,3.0944379988537714,55.03,Small,-1147.86
2000,SOUTHERN WINE & SPIRITS NE,23293,Ch Pavie Macquin St Emiln 11,750.0,81.99,110.06,13,715.39,27.0,2213.7299999999996,1229.85,2.9999999999999996,18808.83,1498.3399999999997,67.68395423109412,2.076923076923077,3.0944379988537714,55.03,Small,-1147.86
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,750.0,63.99,42.1,5,210.5,16.0,1023.84,639.9,1.7700000000000005,207.76,813.34,79.4401468979528,3.2,4.863847980997625,42.1,Small,-703.89
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,750.0,63.99,42.1,5,210.5,16.0,1023.84,639.9,1.7700000000000005,18808.83,813.34,79.4401468979528,3.2,4.863847980997625,42.1,Small,-703.89
2000,SOUTHERN WINE & SPIRITS NE,23308,Ch Canon St Emilion Gr Cr 11,750.0,126.99,87.58,2,175.16,11.0,1396.89,761.9399999999999,1.2300000000000002,207.76,1221.73,87.46071630550722,5.5,7.974937200274036,87.58,Small,-1142.9099999999999
2000,SOUTHERN WINE & SPIRITS NE,23308,Ch Canon St Emilion Gr Cr 11,750.0,126.99,87.58,2,175.16,11.0,1396.89,761.9399999999999,1.2300000000000002,18808.83,1221.73,87.46071630550722,5.5,7.974937200274036,87.58,Small,-1142.9099999999999
2000,SOUTHERN WINE & SPIRITS NE,23323,Alter Ego de Palmer Mrgx 11,750.0,82.99,54.24,11,596.64,27.0,2240.73,497.94,3.03,207.76,1644.0900000000001,73.37296327536116,2.4545454545454546,3.755581255028158,54.24,Small,-1327.84
2000,SOUTHERN WINE & SPIRITS NE,23323,Alter Ego de Palmer Mrgx 11,750.0,82.99,54.24,11,596.64,27.0,2240.73,497.94,3.03,18808.83,1644.0900000000001,73.37296327536116,2.4545454545454546,3.755581255028158,54.24,Small,-1327.84
